OBJECTID,Join_Count,TARGET_FID,Water_Body_Key,Water_Body_Name,FMU_Code,Survey_Number,Year,Survey_Purpose,New_Key,Located_Town,Located_Range,Located_Town_D,Located_Range_D,Located_Section,primary_county_name,FirstOfSurvey_Begin_Timestamp,LastOfEnding_Effort_Timestamp,LONG_DD,LAT_DD,IHDLKID,ComID,Permanent_,FDate,GNIS_ID,GNIS_Name,AreaSqKm,Elevation,ReachCode,FType,FCode,Lake_Area_,LakeConnec,HU4_ZoneID,HU4_Name,HU6_ZoneID,HU6_Name,HU8_ZoneID,HU8_Name,HU12_ZoneI,HU12_Name,EDU_ZoneID,EDU_Name,COUNTY_Zon,COUNTY_Nam,State_Name,STATE_Zone,HU4,HU6,HU12,HU8,STATE,lagoslakei
133,1,133,45N41W2001,Langford Lake,MI-MWS,5368,2004,Status & Trends,27-696,45N,41W,45,-41,20,Gogebic,2004-06-07,2004-07-08,-89.47926,46.27498,123396879,0,123396879,2004-08-13,01620489,Langford Lake,1.946,0,04020102001578,390,39004,194.5812428,DR_Stream,HU4_24,Southern Lake Superior-Lake Superior,HU6_37,Southcentral Lake Superior,HU8_145,Ontonagon,HU12_13492,Grosbeck Creek-Cisco Branch Ontonagon River,EDU_89,Western Upper Peninsula and Keweenaw Peninsula,County_413,Gogebic County,Michigan,State_3,0402,040201,040201020103,04020102,MI,2010
134,1,134,45N42W2001,Pomeroy Lake,MI-MWS,6506,2006,Status & Trends,27-761,45N,42W,45,-42,20,Gogebic,2006-05-30,2006-06-01,-89.5751,46.27915,123147889,0,123147889,2004-07-29,00635214,Pomeroy Lake,1.279,0,04020101001138,390,39004,127.9444098,DR_LakeStream,HU4_24,Southern Lake Superior-Lake Superior,HU6_37,Southcentral Lake Superior,HU8_129,Black-Presque Isle,HU12_13233,Pomeroy Creek-East Branch Presque Isle River,EDU_89,Western Upper Peninsula and Keweenaw Peninsula,County_413,Gogebic County,Michigan,State_3,0402,040201,040201010301,04020101,MI,1232
135,1,135,45N44W1301,Eel Lake,MI-MWS,8053,2009,Status & Trends,27-914,45N,44W,45,-44,13,Gogebic,2009-06-08,2009-08-24,-89.76121,46.29582,123147813,0,123147813,2004-07-29,01619833,Eel Lake,0.21,0,04020101001135,390,39004,20.96171176,Headwater,HU4_24,Southern Lake Superior-Lake Superior,HU6_37,Southcentral Lake Superior,HU8_129,Black-Presque Isle,HU12_13234,South Branch Presque Isle River,EDU_89,Western Upper Peninsula and Keweenaw Peninsula,County_413,Gogebic County,Michigan,State_3,0402,040201,040201010303,04020101,MI,1810
136,1,136,45N45W0201,Chaney Lake,MI-MWS,8052,2009,Status & Trends,27-933,45N,45W,45,-45,2,Gogebic,2009-06-01,2009-06-04,-89.9126,46.31665,123147724,0,123147724,2004-07-29,00623075,Chaney Lake,2.007,0,04020101001110,390,39004,200.7272772,DR_LakeStream,HU4_24,Southern Lake Superior-Lake Superior,HU6_37,Southcentral Lake Superior,HU8_129,Black-Presque Isle,HU12_13491,Harris Creek-West Branch Presque Isle River,EDU_89,Western Upper Peninsula and Keweenaw Peninsula,County_413,Gogebic County,Michigan,State_3,0402,040201,040201010302,04020101,MI,3537
137,1,137,44N39W0701,Little Duck Lake,MI-MWS,10979,2016,Status & Trends,27-97,44N,39W,44,-39,7,Gogebic,2016-06-13,2016-06-21,-89.22754,46.22615,123397605,0,123397605,2004-08-13, , ,0.17,0,04020102001675,390,39004,17.00643643,Isolated,HU4_24,Southern Lake Superior-Lake Superior,HU6_37,Southcentral Lake Superior,HU8_145,Ontonagon,HU12_13232,Duck Creek,EDU_89,Western Upper Peninsula and Keweenaw Peninsula,County_413,Gogebic County,Michigan,State_3,0402,040201,040201020201,04020102,MI,137018
138,1,138,46N43W2701,Bobcat Lake,MI-MWS,8054,2009,Status & Trends,27-980,46N,43W,46,-43,27,Gogebic,2009-06-01,2009-07-08,-89.66954,46.35693,123147643,0,123147643,2004-07-29,01619270,Bobcat Lake,0.36,0,04020101001099,390,39004,36.03818068,Headwater,HU4_24,Southern Lake Superior-Lake Superior,HU6_37,Southcentral Lake Superior,HU8_129,Black-Presque Isle,HU12_13495,East Branch Presque Isle River,EDU_89,Western Upper Peninsula and Keweenaw Peninsula,County_413,Gogebic County,Michigan,State_3,0402,040201,040201010304,04020101,MI,3735
139,1,139,27N11W1401,Boardman Lake,MI-MCM,3491,2003,Status & Trends,28-187,27N,11W,27,-11,14,Grand Traverse,2003-05-19,2003-07-14,-85.61472,44.75667,155417550,0,155417550,2007-05-11,00621665,Boardman Lake,1.286,0,04060105001292,390,39004,128.5974,DR_LakeStream,HU4_30,Northeastern Lake Michigan-Lake Michigan,HU6_41,Northeastern Lake Michigan,HU8_204,Boardman-Charlevoix,HU12_13641,Boardman Lake-Boardman River,EDU_48,"Northern Lake Michigan, Lake Huron, and Straits of Mackinac",County_348,Grand Traverse County,Michigan,State_3,0406,040601,040601050507,04060105,MI,1891
140,1,140,25N12W0501,Green Lake,MI-MCM,3895,2003,Status & Trends,28-56,25N,12W,25,-12,5,Grand Traverse,2003-06-02,2003-07-15,-85.78426,44.61138,129226235,0,129226235,2004-11-07,01623734,Green Lake,8.085,252,04060104000569,390,39009,808.4558197,DR_LakeStream,HU4_30,Northeastern Lake Michigan-Lake Michigan,HU6_41,Northeastern Lake Michigan,HU8_203,Betsie-Platte,HU12_13606,Green Lake,EDU_48,"Northern Lake Michigan, Lake Huron, and Straits of Mackinac",County_348,Grand Traverse County,Michigan,State_3,0406,040601,040601040302,04060104,MI,1707
141,1,141,10026,Arbutus Lake,MI-MCM,7406,2008,Status & Trends,28-84,26N,10W,26,-10,9,Grand Traverse,2008-06-09,2008-06-12,-85.51815,44.66443,155417639,0,155417639,2007-05-11,00620194,Arbutus Lake,1.532,0,04060105001346,390,39004,153.2108456,DR_LakeStream,HU4_30,Northeastern Lake Michigan-Lake Michigan,HU6_41,Northeastern Lake Michigan,HU8_204,Boardman-Charlevoix,HU12_13640,Jaxon Creek-Boardman River,EDU_48,"Northern Lake Michigan, Lake Huron, and Straits of Mackinac",County_348,Grand Traverse County,Michigan,State_3,0406,040601,040601050506,04060105,MI,3270
142,0,142,12N03W2401,St Louis Impoundment,MI-MSH,8391,2010,Status & Trends,29-101,12N,02W,12,-2,19,Gratiot,2010-06-07,2010-06-07,-84.60675,43.41344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,0,143,11N03W0501,Alma Impoundment,MI-MSH,10056,2014,Status & Trends,29-59,11N,03W,11,-3,5,Gratiot,2014-05-27,2014-08-21,-84.66882,43.37349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,1,144,02N13W0501,Dumont Lake,MI-MSM,11037,2016,Status & Trends,3-153,02N,13W,2,-13,5,Allegan,2016-05-18,2016-05-26,-85.86454,42.59249,152517590,0,152517590,2007-02-09,00624975,Dumont Lake,0.976,0,04050003001860,390,39004,97.58722588,DR_LakeStream,HU4_37,Southeastern Lake Michigan,HU6_50,Southeastern Lake Michigan,HU8_190,Kalamazoo,HU12_12382,Lake Allegan-Kalamazoo River,EDU_62,Southeast Lake Michigan,County_365,Allegan County,Michigan,State_3,0405,040500,040500030907,04050003,MI,126690
145,1,145,02N15W0601,Hutchins Lake,MI-MSM,6912,2007,Status & Trends,3-178,02N,15W,2,-15,6,Allegan,2007-05-07,2007-05-10,-86.13009,42.57971,152274829,0,152274829,2007-01-21,00628889,Hutchins Lake,1.533,0,04050002000644,390,39004,153.2593228,DR_Stream,HU4_37,Southeastern Lake Michigan,HU6_50,Southeastern Lake Michigan,HU8_185,Black-Macatawa,HU12_12298,Headwaters North Branch Black River,EDU_62,Southeast Lake Michigan,County_365,Allegan County,Michigan,State_3,0405,040500,040500020201,04050002,MI,3281
146,0,146,11204,Kalamazoo Lake,MI-MSM,8548,2010,Status & Trends,3-297,03N,16W,3,-16,16,Allegan,2010-05-17,2010-05-26,-86.20704,42.65054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,1,147,01N14W3601,Duck Lake,MI-MSM,8542,2010,Status & Trends,3-63,01N,14W,1,-14,36,Allegan,2010-05-10,2010-06-21,-85.90204,42.42638,152517912,0,152517912,2007-02-09,00624927,Duck Lake,0.564,0,04050003002120,390,39004,56.42248022,DR_Stream,HU4_37,Southeastern Lake Michigan,HU6_50,Southeastern Lake Michigan,HU8_190,Kalamazoo,HU12_12383,Swan Creek,EDU_62,Southeast Lake Michigan,County_365,Allegan County,Michigan,State_3,0405,040500,040500030908,04050003,MI,1894
148,1,148,01N15W2601,Osterhout Lake,MI-MSM,6924,2007,Status & Trends,3-71,01N,15W,1,-15,26,Allegan,2007-05-21,2007-05-30,-86.04009,42.43499,152274857,0,152274857,2007-01-21,00634147,Osterhout Lake,0.696,0,04050002000663,390,39004,69.58006882,Headwater,HU4_37,Southeastern Lake Michigan,HU6_50,Southeastern Lake Michigan,HU8_185,Black-Macatawa,HU12_12300,Headwaters Middle Branch Black River,EDU_62,Southeast Lake Michigan,County_365,Allegan County,Michigan,State_3,0405,040500,040500020203,04050002,MI,847
149,1,149,07S03W0103,Fourth (Foot) Lake,MI-MSM,11038,2016,Status & Trends,30-222,07S,03W,-7,-3,1,Hillsdale,2016-05-02,2016-05-05,-84.59565,41.88582,155636850,0,155636850,2007-05-13,00626345,Fourth Lake,0.192,334.4,04050001004601,390,39009,19.16903475,DR_LakeStream,HU4_37,Southeastern Lake Michigan,HU6_50,Southeastern Lake Michigan,HU8_184,St. Joseph,HU12_6609,Mill Pond-Saint Joseph River,EDU_62,Southeast Lake Michigan,County_382,Hillsdale County,Michigan,State_3,0405,040500,040500010203,04050001,MI,113200
150,1,150,07S02W2701,Bird Lake,MI-MER,8912,2011,Status & Trends,30-245,07S,02W,-7,-2,27,Hillsdale,2011-05-16,2011-06-07,-84.52981,41.82888,150994111,0,150994111,2006-09-17,00621437,Bird Lake,0.466,0,04100003001082,390,39004,46.55500959,DR_Stream,HU4_41,Western Lake Erie,HU6_53,Western Lake Erie,HU8_189,St. Joseph,HU12_6701,Bird Creek-East Branch Saint Joseph River,EDU_86,Western Lake Erie,County_382,Hillsdale County,Michigan,State_3,0410,041000,041000030104,04100003,MI,3747
151,1,151,07S03W1701,Bear Lake,MI-MER,10964,2016,Status & Trends,30-259,07S,03W,-7,-3,17,Hillsdale,2016-05-16,2016-06-10,-84.68092,41.8686,150994099,0,150994099,2006-09-17,00620848,Bear Lake,0.423,0,04100003001069,390,39004,42.30136305,DR_LakeStream,HU4_41,Western Lake Erie,HU6_53,Western Lake Erie,HU8_189,St. Joseph,HU12_6683,Cambria Millpond-East Fork West Branch Saint Joseph River,EDU_86,Western Lake Erie,County_382,Hillsdale County,Michigan,State_3,0410,041000,041000030201,04100003,MI,1598
152,1,152,12337,Round Lake,MI-MSM,3409,2002,Status & Trends,30-276,07S,04W,-7,-4,4,Hillsdale,2002-06-17,2002-06-20,-84.76815,41.89666,155636890,0,155636890,2007-05-13,00636276,Round Lake,0.315,320.3,04050001004610,390,39009,31.47782591,DR_Stream,HU4_37,Southeastern Lake Michigan,HU6_50,Southeastern Lake Michigan,HU8_184,St. Joseph,HU12_6597,Carpenter Lake-South Branch Hog Creek,EDU_62,Southeast Lake Michigan,County_382,Hillsdale County,Michigan,State_3,0405,040500,040500010101,04050001,MI,1354
153,1,153,07S04W0801,Long Lake,MI-MSM,11914,2018,Status & Trends,30-278,07S,04W,-7,-4,8,Hillsdale,2018-05-07,2018-05-16,-84.79676,41.87332,155637094,0,155637094,2007-05-13,00630970,Long Lake,0.862,310.3,04050001004692,390,39009,86.22173171,DR_LakeStream,HU4_37,Southeastern Lake Michigan,HU6_50,Southeastern Lake Michigan,HU8_184,St. Joseph,HU12_6597,Carpenter Lake-South Branch Hog Creek,EDU_62,Southeast Lake Michigan,County_382,Hillsdale County,Michigan,State_3,0405,040500,040500010101,04050001,MI,2126
154,1,154,55N31W1701,Rice Lake,MI-MWS,12047,2019,Status & Trends,31-1164,55N,31W,55,-31,17,Houghton,2019-06-10,2019-06-19,-88.28482,47.1636,116542581,0,116542581,2004-01-09,00635845,Rice Lake,2.647,0,04020103001196,390,39004,264.6546325,DR_Stream,HU4_24,Southern Lake Superior-Lake Superior,HU6_37,Southcentral Lake Superior,HU8_146,Keweenaw Peninsula,HU12_14839,Mud Lake Creek,EDU_89,Western Upper Peninsula and Keweenaw Peninsula,County_349,Houghton County,Michigan,State_3,0402,040201,040201030505,04020103,MI,2521
155,1,155,55N32W1901,Torch Lake,MI-MWS,7105,2007,Status & Trends,31-1178,55N,32W,55,-32,19,Houghton,2007-06-04,,-88.4251,47.15832,116542605,0,116542605,2004-01-09,01614969,Torch Lake,9.719,0,04020103002513,390,39004,971.9303977,DR_LakeStream,HU4_24,Southern Lake Superior-Lake Superior,HU6_37,Southcentral Lake Superior,HU8_146,Keweenaw Peninsula,HU12_14840,Torch Lake,EDU_89,Western Upper Peninsula and Keweenaw Peninsula,County_349,Houghton County,Michigan,State_3,0402,040201,040201030304,04020103,MI,3575
156,1,156,10782,Estes Lake,MI-MWS,9895,2013,Status & Trends,31-263,48N,36W,48,-36,13,Houghton,2013-06-10,2013-06-13,-88.75454,46.55804,117627381,0,117627381,2004-01-12,00625650,Estes Lake,0.112,0,04020104000998,390,39004,11.19270457,Isolated,HU4_24,Southern Lake Superior-Lake Superior,HU6_37,Southcentral Lake Superior,HU8_147,Sturgeon,HU12_13541,Sidnaw River,EDU_9,Central Upper Peninsula,County_349,Houghton County,Michigan,State_3,0402,040201,040201040107,04020104,MI,125743
157,1,157,49N37W0301,Bob Lake,MI-MWS,5375,2004,Status & Trends,31-585,49N,37W,49,-37,3,Houghton,2004-06-14,2004-07-22,-88.90871,46.66582,123390259,0,123390259,2004-08-13,01619266,Bob Lake,0.526,0,04020102001294,390,39004,52.60161189,DR_Stream,HU4_24,Southern Lake Superior-Lake Superior,HU6_37,Southcentral Lake Superior,HU8_145,Ontonagon,HU12_13569,Newholm Creek,EDU_89,Western Upper Peninsula and Keweenaw Peninsula,County_349,Houghton County,Michigan,State_3,0402,040201,040201020307,04020102,MI,1583
158,1,158,51N36W1101,Pike Lake,MI-MWS,7170,2007,Status & Trends,31-760,51N,36W,51,-36,11,Houghton,2007-05-14,2007-07-23,-88.84482,46.83471,117626013,0,117626013,2004-01-12,00634872,Pike Lake,0.334,0,04020104000877,390,39004,33.44958433,DR_Stream,HU4_24,Southern Lake Superior-Lake Superior,HU6_37,Southcentral Lake Superior,HU8_147,Sturgeon,HU12_20022,West Branch Otter River,EDU_9,Central Upper Peninsula,County_349,Houghton County,Michigan,State_3,0402,040201,040201040207,04020104,MI,4041
159,1,159,12427,Sandy Lake,MI-MWS,7167,2007,Status & Trends,31-767,52N,36W,52,-36,34,Houghton,2007-05-14,2007-07-23,-88.87093,46.85137,117625857,0,117625857,2004-01-12,01621516,Sandy Lake,0.408,0,04020104003304,390,39004,40.83195038,Headwater,HU4_24,Southern Lake Superior-Lake Superior,HU6_37,Southcentral Lake Superior,HU8_147,Sturgeon,HU12_20022,West Branch Otter River,EDU_9,Central Upper Peninsula,County_349,Houghton County,Michigan,State_3,0402,040201,040201040207,04020104,MI,3284
160,1,160,52N34W0101,Otter Lake,MI-MWS,8491,2010,Status & Trends,31-825,52N,34W,52,-34,1,Houghton,2010-05-17,2010-05-26,-88.57371,46.91332,117625661,0,117625661,2004-01-12,00634195,Otter Lake,3.64,0,04020104000841,390,39004,363.9805675,DR_LakeStream,HU4_24,Southern Lake Superior-Lake Superior,HU6_37,Southcentral Lake Superior,HU8_147,Sturgeon,HU12_14875,Otter River,EDU_9,Central Upper Peninsula,County_349,Houghton County,Michigan,State_3,0402,040201,040201040209,04020104,MI,2311
161,1,161,52N36W1301,Lake Gerald,MI-MWS,7169,2007,Status & Trends,31-909,52N,36W,52,-36,13,Houghton,2007-05-08,2007-08-27,-88.83121,46.89915,116543277,0,116543277,2009-09-10,00626747,Lake Gerald,1.428,0,04020103001252,390,39004,142.7987606,DR_Stream,HU4_24,Southern Lake Superior-Lake Superior,HU6_37,Southcentral Lake Superior,HU8_146,Keweenaw Peninsula,HU12_14881,Misery River,EDU_89,Western Upper Peninsula and Keweenaw Peninsula,County_349,Houghton County,Michigan,State_3,0402,040201,040201030201,04020103,MI,80143
162,1,162,52N36W2201,Lake Roland,MI-MWS,7168,2007,Status & Trends,31-915,52N,36W,52,-36,22,Houghton,2007-05-08,2007-05-18,-88.85121,46.88971,116543343,0,116543343,2009-09-10,00636130,Lake Roland,1.047,0,04020103001255,390,39004,104.6532051,DR_LakeStream,HU4_24,Southern Lake Superior-Lake Superior,HU6_37,Southcentral Lake Superior,HU8_146,Keweenaw Peninsula,HU12_14881,Misery River,EDU_89,Western Upper Peninsula and Keweenaw Peninsula,County_349,Houghton County,Michigan,State_3,0402,040201,040201030201,04020103,MI,3517
163,1,163,55N34W0401,Portage Lake,MI-MWS,7106,2007,Status & Trends,31-993,55N,34W,55,-34,4,Houghton,2007-06-04,2007-07-27,-88.49704,47.06637,116542683,0,116542669,2004-01-09,00635281,Portage Lake,34.275,0,04020103001212,390,39004,3427.466624,DR_LakeStream,HU4_24,Southern Lake Superior-Lake Superior,HU6_37,Southcentral Lake Superior,HU8_146,Keweenaw Peninsula,HU12_14836,Torch Bay-Portage Lake,EDU_89,Western Upper Peninsula and Keweenaw Peninsula,County_349,Houghton County,Michigan,State_3,0402,040201,040201030305,04020103,MI,3704
164,1,164,12378,Rush Lake,MI-MSH,8827,2011,Status & Trends,32-5,18N,11E,18,11,14,Huron,2011-05-31,2011-08-12,-83.1776,43.96388,152237832,0,152237832,2007-01-17,00636391,Rush Lake,3.827,0,04080103001371,390,39004,382.7121305,DR_Stream,HU4_40,Southwestern Lake Huron-Lake Huron,HU6_55,Southwestern Lake Huron,HU8_213,Pigeon-Wiscoggin,HU12_12879,Campau Drain-Pigeon River,EDU_59,Saginaw Bay,County_350,Huron County,Michigan,State_3,0408,040801,040801030204,04080103,MI,43985
165,1,165,08N06W1801,Woodard Lake,MI-MSM,8736,2010,Status & Trends,34-69,08N,06W,8,-6,18,Ionia,2010-06-14,2010-06-22,-85.06232,43.08138,152707582,0,152707582,2007-02-28,01616732,Woodard Lake,0.282,0,04050006002186,390,39004,28.24834135,Headwater,HU4_37,Southeastern Lake Michigan,HU6_50,Southeastern Lake Michigan,HU8_193,Lower Grand,HU12_12249,Long Lake,EDU_62,Southeast Lake Michigan,County_332,Ionia County,Michigan,State_3,0405,040500,040500060204,04050006,MI,2136
166,1,166,08N07W0301,Long Lake,MI-MSM,11036,2016,Status & Trends,34-73,08N,07W,8,-7,3,Ionia,2016-06-06,2016-06-09,-85.12259,43.11332,152707507,0,152707507,2007-02-28,00630974,Long Lake,1.443,0,04050006002151,390,39004,144.2798138,DR_Stream,HU4_37,Southeastern Lake Michigan,HU6_50,Southeastern Lake Michigan,HU8_193,Lower Grand,HU12_12249,Long Lake,EDU_62,Southeast Lake Michigan,County_332,Ionia County,Michigan,State_3,0405,040500,040500060204,04050006,MI,1655
167,1,167,23N05E3101,Londo Lake,MI-MSH,4198,2003,Status & Trends,35-104,23N,05E,23,5,31,Iosco,2003-05-27,2004-07-31,-83.86954,44.3486,118253477,0,118253477,2004-01-15,01620606,Londo Lake,0.729,0,04080101001122,390,39004,72.87660587,DR_Stream,HU4_40,Southwestern Lake Huron-Lake Huron,HU6_55,Southwestern Lake Huron,HU8_211,Au Gres-Rifle,HU12_20002,Hope Creek-Au Gres River,EDU_59,Saginaw Bay,County_333,Iosco County,Michigan,State_3,0408,040801,040801010302,04080101,MI,2215
168,1,168,23N05E3101,Londo Lake,MI-MSH,11689,2018,Status & Trends,35-104,23N,05E,23,5,31,Iosco,2018-06-25,2018-08-21,-83.86954,44.3486,118253477,0,118253477,2004-01-15,01620606,Londo Lake,0.729,0,04080101001122,390,39004,72.87660587,DR_Stream,HU4_40,Southwestern Lake Huron-Lake Huron,HU6_55,Southwestern Lake Huron,HU8_211,Au Gres-Rifle,HU12_20002,Hope Creek-Au Gres River,EDU_59,Saginaw Bay,County_333,Iosco County,Michigan,State_3,0408,040801,040801010302,04080101,MI,2215
169,1,169,23N05E3001,West Londo Lake,MI-MSH,10988,2016,Status & Trends,35-105,23N,05E,23,5,30,Iosco,2016-06-07,2016-08-25,-83.87926,44.35416,118253443,0,118253443,2004-01-15,01622116,West Londo Lake,0.798,0,04080101001115,390,39004,79.77533026,Isolated,HU4_40,Southwestern Lake Huron-Lake Huron,HU6_55,Southwestern Lake Huron,HU8_211,Au Gres-Rifle,HU12_20002,Hope Creek-Au Gres River,EDU_59,Saginaw Bay,County_333,Iosco County,Michigan,State_3,0408,040801,040801010302,04080101,MI,2710
170,1,170,11130,Indian Lake,MI-MSH,3729,2002,Status & Trends,35-109,23N,06E,23,6,36,Iosco,2002-06-03,2002-06-04,-83.64954,44.34721,118253341,0,118253341,2009-11-12,00628991,Indian Lake,0.87,0,04080101003924,390,39004,87.02360228,DR_Stream,HU4_40,Southwestern Lake Huron-Lake Huron,HU6_55,Southwestern Lake Huron,HU8_211,Au Gres-Rifle,HU12_20004,McMullen Drain,EDU_59,Saginaw Bay,County_333,Iosco County,Michigan,State_3,0408,040801,040801010204,04080101,MI,3688
171,1,171,11130,Indian Lake,MI-MSH,11363,2017,Status & Trends,35-109,23N,06E,23,6,36,Iosco,2017-05-15,2017-05-22,-83.64954,44.34721,118253341,0,118253341,2009-11-12,00628991,Indian Lake,0.87,0,04080101003924,390,39004,87.02360228,DR_Stream,HU4_40,Southwestern Lake Huron-Lake Huron,HU6_55,Southwestern Lake Huron,HU8_211,Au Gres-Rifle,HU12_20004,McMullen Drain,EDU_59,Saginaw Bay,County_333,Iosco County,Michigan,State_3,0408,040801,040801010204,04080101,MI,3688
172,1,172,24N05E0801,Chain Lakes,MI-MNH,11729,2018,Status & Trends,35-176,24N,05E,24,5,8,Iosco,2018-05-21,2018-08-28,-83.84954,44.48582,83977267,0,83977267,2003-05-21,00623037,Chain Lakes,0.342,0,04070007001482,390,39004,34.24260867,DR_LakeStream,HU4_31,Northwestern Lake Huron,HU6_42,Northwestern Lake Huron,HU8_207,Au Sable,HU12_13713,South Branch River,EDU_48,"Northern Lake Michigan, Lake Huron, and Straits of Mackinac",County_333,Iosco County,Michigan,State_3,0407,040700,040700070705,04070007,MI,71790
173,1,173,24N06E2101,Loud Dam Pond,MI-MNH,7556,2008,Status & Trends,35-199,24N,06E,24,6,21,Iosco,2008-05-05,2008-08-27,-83.72232,44.46332,83977413,0,83977413,2003-05-21,00631125,Loud Dam Pond,2.409,0,04070007001508,390,39004,240.9026706,DR_LakeStream,HU4_31,Northwestern Lake Huron,HU6_42,Northwestern Lake Huron,HU8_207,Au Sable,HU12_13719,Smith Creek-Au Sable River,EDU_48,"Northern Lake Michigan, Lake Huron, and Straits of Mackinac",County_333,Iosco County,Michigan,State_3,0407,040700,040700070706,04070007,MI,3966
174,1,174,24N06E2301,Five Channels Impoundment,MI-MNH,10957,2017,Status & Trends,35-200,24N,06E,24,6,23,Iosco,2016-06-20,2017-01-13,-83.67721,44.45588,83977399,0,83977399,2003-05-21,00626107,Five Channels Dam Pond,0.9,0,04070007001505,390,39004,90.0446029,DR_LakeStream,HU4_31,Northwestern Lake Huron,HU6_42,Northwestern Lake Huron,HU8_207,Au Sable,HU12_13715,Cooke Dam-Au Sable River,EDU_48,"Northern Lake Michigan, Lake Huron, and Straits of Mackinac",County_333,Iosco County,Michigan,State_3,0407,040700,040700070707,04070007,MI,6357
175,1,175,24N07E1501,Cooke Dam Pond,MI-MNH,7559,2008,Status & Trends,35-201,24N,07E,24,7,15,Iosco,2008-06-09,2008-08-20,-83.57251,44.47257,83977435,0,83977435,2003-05-21,00623748,Cooke Dam Pond,6.643,0,04070007001509,390,39004,664.3296033,DR_LakeStream,HU4_31,Northwestern Lake Huron,HU6_42,Northwestern Lake Huron,HU8_207,Au Sable,HU12_13715,Cooke Dam-Au Sable River,EDU_48,"Northern Lake Michigan, Lake Huron, and Straits of Mackinac",County_333,Iosco County,Michigan,State_3,0407,040700,040700070707,04070007,MI,6358
176,1,176,24N08E3401,Foote Pond,MI-MNH,3522,2002,Status & Trends,35-205,24N,08E,24,8,34,Iosco,2002-05-20,2002-05-23,-83.44289,44.43552,83977349,0,83977349,2003-05-21,00626218,Foote Dam Pond,6.874,0,04070007001472,390,39004,687.3566089,DR_LakeStream,HU4_31,Northwestern Lake Huron,HU6_42,Northwestern Lake Huron,HU8_207,Au Sable,HU12_13714,Foote Dam-Au Sable River,EDU_48,"Northern Lake Michigan, Lake Huron, and Straits of Mackinac",County_333,Iosco County,Michigan,State_3,0407,040700,040700070708,04070007,MI,2371
177,1,177,24N09E2701,Van Etten Lake,MI-MNH,8524,2010,Status & Trends,35-219,24N,09E,24,9,27,Iosco,2010-05-24,2010-07-14,-83.35982,44.47221,83977123,0,83977123,2003-05-21,01615473,Van Etten Lake,5.721,0,04070007001460,390,39004,572.145054,DR_LakeStream,HU4_31,Northwestern Lake Huron,HU6_42,Northwestern Lake Huron,HU8_207,Au Sable,HU12_13726,Van Etten Lake-Pine River,EDU_48,"Northern Lake Michigan, Lake Huron, and Straits of Mackinac",County_333,Iosco County,Michigan,State_3,0407,040700,040700070609,04070007,MI,974
178,1,178,23N06E3601,Round Lake,MI-MSH,3730,2002,Status & Trends,35-4,23N,06E,23,6,36,Iosco,2002-06-03,2002-07-02,-83.6601,44.33943,118253341,0,167791873,2009-11-12,00636304,Round Lake,0.363,0,04080101003925,390,39004,36.32496042,DR_Stream,HU4_40,Southwestern Lake Huron-Lake Huron,HU6_55,Southwestern Lake Huron,HU8_211,Au Gres-Rifle,HU12_20004,McMullen Drain,EDU_59,Saginaw Bay,County_333,Iosco County,Michigan,State_3,0408,040801,040801010204,04080101,MI,840
179,1,179,23N06E3601,Round Lake,MI-MSH,11364,2017,Status & Trends,35-4,23N,06E,23,6,36,Iosco,2017-05-15,2017-05-22,-83.6601,44.33943,118253341,0,167791873,2009-11-12,00636304,Round Lake,0.363,0,04080101003925,390,39004,36.32496042,DR_Stream,HU4_40,Southwestern Lake Huron-Lake Huron,HU6_55,Southwestern Lake Huron,HU8_211,Au Gres-Rifle,HU12_20004,McMullen Drain,EDU_59,Saginaw Bay,County_333,Iosco County,Michigan,State_3,0408,040801,040801010204,04080101,MI,840
180,1,180,22N06E0201,Floyd Lake,MI-MSH,7333,2008,Status & Trends,35-5,22N,06E,22,6,2,Iosco,2008-05-27,2008-09-05,-83.66676,44.33055,118253529,0,118253529,2004-01-15,00626196,Floyd Lake,0.167,0,04080101001119,390,39004,16.66810703,DR_LakeStream,HU4_40,Southwestern Lake Huron-Lake Huron,HU6_55,Southwestern Lake Huron,HU8_211,Au Gres-Rifle,HU12_20004,McMullen Drain,EDU_59,Saginaw Bay,County_333,Iosco County,Michigan,State_3,0408,040801,040801010204,04080101,MI,3220
181,1,181,12680,Tawas Lake,MI-MSH,6590,2006,Status & Trends,35-54,22N,08E,22,8,19,Iosco,2006-05-15,2006-05-18,-83.48593,44.31332,120020697,0,120020697,2004-03-16,01614606,Tawas Lake,6.572,0,04080101001109,390,39004,657.1761865,DR_LakeStream,HU4_40,Southwestern Lake Huron-Lake Huron,HU6_55,Southwestern Lake Huron,HU8_211,Au Gres-Rifle,HU12_13699,Tawas Lake-Tawas River,EDU_59,Saginaw Bay,County_333,Iosco County,Michigan,State_3,0408,040801,040801010105,04080101,MI,3167
